text,score,label
"cari driver lamanya minta ampun padahal radar banyak driver tp ga dapet dapet gimana sih ditungguin malah makin lama terpaksa dibatalin mending pake aplikasi sebelah lebih cepat sistemnya diperbaiki",0.30801762054292,2
"aplikasi gak jelas",0.11409655769654,2
"aplikasi berguna",0.28359826635102,2
"makin lama makin songong kalo gak minat nyari duit wes gak minat narik penumpang ngapain dinyalain mending lu gulung tikar aja dah gitu gak baca map apa map penumpang driver beda penampakan udah jelas sesuai titik selalu aja melenceng dikasih keterangan gak pernah dibaca",0.12253829090074,2
"kalau tarif ongkir gofood jarak km kebawah diturunin lah khan tarif diterima kurirnya turun berikan promo pembayaran cash jangan cuman gopay doang mitra pembayaran lainnya",0.11515625717005,2
"sangat membantu",0.23093734373929,2
"kalau tarif ongkir gofood jarak km kebawah diturunin lah khan tarif diterima kurirnya turun berikan promo pembayaran cash jangan cuman gopay doang mitra pembayaran lainnya",0.11515625717005,2
"aplikasinya memang bermasalah bagaimana lama sekali loadingnya segera perbaiki",0.44292782148977,2
"tetap semangat jalan",0.190052166105,2
"kalau tarif ongkir gofood jarak km kebawah diturunin lah khan tarif diterima kurirnya turun berikan promo pembayaran cash jangan cuman gopay doang mitra pembayaran lainnya",0.11515625717005,2
"sangat disayangkan pembayaran qris toko menggunakan kartu kredit kartu kredit pembayaran goride gocar gofood doang kalau bayar qris toko pakai kartu kredit dipertimbangkan bintangnya kasih bintang dulu",0.14842931479141,2
"pesan gofood min gak driver pesanan batalkan gak pernah pesan makan selama applikasi tolol",0.52210051327244,2
"apk gojek luar biasa",0.10010212475543,2
"yth gojek indonesia penuhi sisa pembayaran jasa jarak km hilang dihitung aplikator biadab",0.75189205170948,2
"terkadang driver dihubungi udh dekat malah dicancel driver sungguh aneh",0.35749907658707,2
"sangat membantu",0.23093734373929,2
"aplikasi error pesan gofood berapa jam driver maksudnya gimana aplikasi semakin jelas diperbaiki kedepannya",0.12805403095705,2
"gak alamat tujuan udah ditulis dicopy gmaps tetep gak muncul aplikasi gak berguna enakan grab ketik alamat yg digmap langsung muncul mempermudah pengguna gak cari manual yg malah ilang kalau gak apal daerah",0.25492262701945,2
"sangat membantu",0.23093734373929,2
"aplikasi error pesan gofood berapa jam driver maksudnya gimana aplikasi semakin jelas diperbaiki kedepannya",0.12805403095705,2
"nih kalo semisal nya pihak driver udh cancel udh ga udh nyari lgi gtu customer kaget tiba tiba notif dri driver nya bikin ribut pihak driver customer nya",0.44012613925079,2
"aplikasi layanan gojek nya ramah",0.13686021131722,2
"cepat ringkas tepat cukup murah",0.73602366268138,2
"boss driver skrg banyak pake tuyul nyedot orderan sampe bebas sortir suspend info aja kasian driver punya cicilan cek sistem berkala boss",0.27105620499339,2
"luar biasa",0.17257576129529,2
"aplikasi semakin berat hp ram kecil kasihan konsumen memiliki hp android biasa coolpad setia memakai jasa gojek lebih nyaman hp tak mampu loading disebabkan versi semakin berat mb nya semakin tinggi termasuk apk mitra driver perubahan versi selalu terkendala hank lag error ribet tks",0.46691516113903,2
"sangat membantu",0.23093734373929,2
"sangat membantu",0.23093734373929,2
"aplikasi gak jelas",0.11409655769654,2
"pesan gofood min gak driver pesanan batalkan gak pernah pesan makan selama applikasi tolol",0.52210051327244,2
"kecewa sama gopaylater nya bayar cuma telat hari langsung nonaktif kan saldo paylater nya bulan berikut nya bulan jatuh tempo tetap aktif kan paylater nya apa lanjut bayar cicilan nya usah bayar karna sangat kecewa bahkan sangat buruk apk is is is",0.16461784283631,2
"aplikasinya memang bermasalah bagaimana lama sekali loadingnya segera perbaiki",0.44292782148977,2
"klo pilihan hemat dibuat dibawah kadang asal pencet ga lihat dulu pas baru sadar lama nunggu eh ternyata pilih yg hemat driver nya ga mau ambil hemat ga mau pake hemat kasian drivernya ongkosnya terlalu murah kan cari nafkah buat keluarga ga tega sengsarakan sesama manusia klo ga perlu kasta kasta an layanan buat dulu aja gocar identik nyaman aman bukan murah klo mau murah kan aplikasi lainya",0.26280017574048,2
"bintang buat gojek udh nunggu pesanan lama tp respon cs cuma disuruh nunggu aja sampe restonya tutup driver tetap gak dihubungi mau cancel pesanan dipersulit padahal alasannya udh jelas",0.13533294169692,2
"sekarang kalau pesan makanan pengiriman expres reguler apa kurang untung yg didapat kalau pesan food pakai pengiriman reguler drivernya lama banget padahal driver dijalanan banyak yg nganggur semakin memberatkan customer",0.4731981480786,2
"gak alamat tujuan udah ditulis dicopy gmaps tetep gak muncul aplikasi gak berguna enakan grab ketik alamat yg digmap langsung muncul mempermudah pengguna gak cari manual yg malah ilang kalau gak apal daerah",0.25492262701945,2
"insiden ga sengaja klik pesan langsung cancel ga konfirmasi resto driver responnya ga bagus call center jawabannya sama biar ga terulang unsinstal aplikasi harusnya dilihat penggunanya baru tahunan riwayat penggunanya apa suka cancel orderan enggak gojek bertahun tahun perihal kaya gini aja becus",0.28384386750494,2
"bagus buat",0.25494797071417,2
"makin lama makin songong kalo gak minat nyari duit wes gak minat narik penumpang ngapain dinyalain mending lu gulung tikar aja dah gitu gak baca map apa map penumpang driver beda penampakan udah jelas sesuai titik selalu aja melenceng dikasih keterangan gak pernah dibaca",0.12253829090074,2
"pesen gofood x batal krn nunggu lama dri sistem pemberitahuan kendala dlm menemukan driver nunggu stengah jam akhirny dibatalkan coba pesen lg ternyata terkendala dgn yg sma stelah nunggu stegah jam jg krn udah jengkel akhirnya batalkan eh tau bbrp lama kemudian notif driver sdg mengantar pesanan pdhal sdh terlanjur pesen makanan luar udah habis makananya akhirnya terpaksa byar makanannya baru muncul notif kalau sistemnya error",0.23881673454181,2
"cacat memesan mobil jam aplikasi ampas",0.25589644044866,2
"menu cancel terlalu mudah membuat pelanggan mudah sekali mengancel driver banyaknya tingkat pembatalan sepihak cuma fitur cancel terlalu gampang perbaiki",0.41897950664805,2
"sangat disayangkan pembayaran qris toko menggunakan kartu kredit kartu kredit pembayaran goride gocar gofood doang kalau bayar qris toko pakai kartu kredit dipertimbangkan bintangnya kasih bintang dulu",0.14842931479141,2
"gak alamat tujuan udah ditulis dicopy gmaps tetep gak muncul aplikasi gak berguna enakan grab ketik alamat yg digmap langsung muncul mempermudah pengguna gak cari manual yg malah ilang kalau gak apal daerah",0.25492262701945,2
"aplikasinya memang bermasalah bagaimana lama sekali loadingnya segera perbaiki",0.44292782148977,2
"sangat disayangkan pembayaran qris toko menggunakan kartu kredit kartu kredit pembayaran goride gocar gofood doang kalau bayar qris toko pakai kartu kredit dipertimbangkan bintangnya kasih bintang dulu",0.14842931479141,2
"awalnya iseng download ternyata berguna banget kalo males nya keluar laper banget sekalian beli makanan kalo buat goride nya pernah nyoba si",0.25633890774207,2
"sangat membantu",0.23093734373929,2
"pesan gofood min gak driver pesanan batalkan gak pernah pesan makan selama applikasi tolol",0.52210051327244,2
"tetap semangat jalan",0.190052166105,2
"sangat membantu",0.23093734373929,2
"diamplikasi tersedia nomor pengaduan pelanggan orderan selesai melihat nomor driver ketipu driver gofood orderan diselesaikan makanan gak diantar dicek warung pesanan uang udah dipotong gopay nyari nomor pengaduan buka google sekarang udah gak pernah promo potongan",0.21292505856355,2
"aplikasi pemesanan makanannya sekarang jelek sekali driver ambil notifikasi resto memasakkan makanan diperhatikan respon driver mengambil pesanan membuat lama sekali dr waktu order padahal order pakai express",0.28272251284426,2
"bagus buat",0.25494797071417,2
"lemot banget akhir banyak ngelagnya terutama pas pesen gofood pengguna gofood hari terutama hari kerja cukup ganggu sih bikin gw nyita waktu lebih lama buat sekedar pilih makan padahal yg gw harapkan app biar apa tambah cepet terbatasnya waktu gw btw hp samsung note maupun iphone sama aja lemotnya akhir",0.20118505615263,2
"layanan gofood nya mohon diperbaiki terutama maps yg buat meriksa driver sblh mana drivernya gk gerak maps pdhl udh jalan bahkan udh titik antar posisi drivernya titik awal ga jelas",0.35751557232922,2
"dear gojek pembaruan aplikasi posisi driver terlalu jauh titik penjemputan notabene nya tinggal ibukota penuh lalu lintas padat mohon diperbaiki jarak driver titik penjemputan maksima km ssbagai pelanggan butuh waktu perjalanan tempat tujuan driver posisi km apa terlalu jauh memakan waktu penjemputan diperbaiki terima kasih atas perhatian nya",0.19582351781276,2
"sangat membantu goride mampu pulihkan gopay sekarang akun gopay plus comment dokumenmu loading tunggu padahal mingggu",0.34291923378548,2
"sangat membantu",0.23093734373929,2
"aplikasi semakin berat hp ram kecil kasihan konsumen memiliki hp android biasa coolpad setia memakai jasa gojek lebih nyaman hp tak mampu loading disebabkan versi semakin berat mb nya semakin tinggi termasuk apk mitra driver perubahan versi selalu terkendala hank lag error ribet tks",0.46691516113903,2
"adanya gojek kegiatan sy lebih mudah tp diperbaiki seminggu sptnya ad masalah dgn aplikasi gojeknya sy sering pesan gofood kdg dpt driver trs diaplikasi msh muter mencari driver udh dpt driver trs pernah pesanan tiba hilang sndiri diperbaiki sy kasian sm driver gojek nya thx",0.26180347195358,2
"menu cancel terlalu mudah membuat pelanggan mudah sekali mengancel driver banyaknya tingkat pembatalan sepihak cuma fitur cancel terlalu gampang perbaiki",0.41897950664805,2
"kalo pas mesen gocar sering banget pembatalan pihak driver nya udah jalan nunggu berapa menit eh gataunya malah dibatalin sering banget mungkin mentang mentang murah kali jangan gitu lah banyak yg gamau ambil orderan harga nya murah sangat kecewa yg penting kan bayar ngutang perbaiki sistem nya biar ga bikin pelanggan kecewa lalu pindah aplikasi",0.11417015377309,2
"diamplikasi tersedia nomor pengaduan pelanggan orderan selesai melihat nomor driver ketipu driver gofood orderan diselesaikan makanan gak diantar dicek warung pesanan uang udah dipotong gopay nyari nomor pengaduan buka google sekarang udah gak pernah promo potongan",0.21292505856355,2
"lemot banget akhir banyak ngelagnya terutama pas pesen gofood pengguna gofood hari terutama hari kerja cukup ganggu sih bikin gw nyita waktu lebih lama buat sekedar pilih makan padahal yg gw harapkan app biar apa tambah cepet terbatasnya waktu gw btw hp samsung note maupun iphone sama aja lemotnya akhir",0.20118505615263,2
"semakin kesini harga semakin mahal rutinitas tiap hari naik goride harga k tiba aja jdi naik k padahal jam berangkatnya sama lgi gak macet klo tiap order selalu dapet driver yg posisinya jauh km titik jemput",0.18670595249694,2
"puas bgt sama berbagai layanan gojek promo promonya menarik bgt thx gojek",0.26787332091941,2
"seriusan gabisa daerah aceh gofoodnya",1.4537601789035,2
"makin kesini aplikasinya makin gajelas susah diandalkan mau order makanan susah bgttt diklik berkali kali ga masuk pdhal udh refresh udh tutup buka aplikasi berkali sama aja tetep susah ngeklik makanan yg mau dipesan pdhal jaringan internetnya lancar koq",0.16499994732445,2
"nih kalo semisal nya pihak driver udh cancel udh ga udh nyari lgi gtu customer kaget tiba tiba notif dri driver nya bikin ribut pihak driver customer nya",0.44012613925079,2
"sekarang kalau pesan makanan pengiriman expres reguler apa kurang untung yg didapat kalau pesan food pakai pengiriman reguler drivernya lama banget padahal driver dijalanan banyak yg nganggur semakin memberatkan customer",0.4731981480786,2
"golek oce",0.135,2
"adanya gojek kegiatan sy lebih mudah tp diperbaiki seminggu sptnya ad masalah dgn aplikasi gojeknya sy sering pesan gofood kdg dpt driver trs diaplikasi msh muter mencari driver udh dpt driver trs pernah pesanan tiba hilang sndiri diperbaiki sy kasian sm driver gojek nya thx",0.26180347195358,2
"golek oce",0.135,2
"aplikasi error pesan gofood berapa jam driver maksudnya gimana aplikasi semakin jelas diperbaiki kedepannya",0.12805403095705,2
"yth gojek indonesia penuhi sisa pembayaran jasa jarak km hilang dihitung aplikator biadab",0.75189205170948,2
"verifikasi wajah selalu gagal jelas jelas muka sama kamera bagus terverifikasi gopay plus ga log in tgl sekarang coba terus berkala tetep ga lama lama capek verifikasi pin nya udah cukup kalo kurang tambahin pake otp input nik ktp udah cukup aman kalo pakai vermuk silahkan perbaikin dong sistem nya masa muka sama ga log in busuk banget pelayanan gojek cuma perihal vermuk gagal aja lambat tolol",0.11237920113406,2
"layanan gofood nya mohon diperbaiki terutama maps yg buat meriksa driver sblh mana drivernya gk gerak maps pdhl udh jalan bahkan udh titik antar posisi drivernya titik awal ga jelas",0.35751557232922,2
"sangat membantu",0.23093734373929,2
"saran aktifkan pembatalan pemesanan gofood dimanapun sesuai pengalaman hari keponakan sengaja membuat pesanan gofood yg diinginkan akun sy sy ingn mlakukan pembatalan tombol mencob pusat bantuan dpt solusi akhirnya chat driver berhasil melakukan pembatalan katanya ternyata malah berganti driver sepengetahuan hingga terpaksa berakhir ganti rugi mendapatkan apa",0.42308469820273,2
"driver go car sekarang milih milih ambil orderan kan promo emg aplikasinya lama bgt buat diterima orderan padahal mobil diarea tersebut aplikasi buanyaaaak tp gak yg nerima sekalinya diterima ditolak terus sama driver go car klo diterima dilama lamain alias gak jalan jalan tuh mobil ditindaklanjuti diberi briefing terimakasih",0.40640209584795,2
"diberi upgrade aplikasi driver sangat merugikan customer pedan goride driver main cancle sesuka hati bukan satu driver lebih driver satu waktu hingga mengakibatkan keterlambatan lebih menit mendapatkan driver",0.15562066749791,2
"puas bgt sama berbagai layanan gojek promo promonya menarik bgt thx gojek",0.26787332091941,2
"klo pilihan hemat dibuat dibawah kadang asal pencet ga lihat dulu pas baru sadar lama nunggu eh ternyata pilih yg hemat driver nya ga mau ambil hemat ga mau pake hemat kasian drivernya ongkosnya terlalu murah kan cari nafkah buat keluarga ga tega sengsarakan sesama manusia klo ga perlu kasta kasta an layanan buat dulu aja gocar identik nyaman aman bukan murah klo mau murah kan aplikasi lainya",0.26280017574048,2
"apk mantep",0.61515581862794,2
"pesanan g sesuai kl mang abis harusnya diaplikasi aplikasi habis dah dipesan baru chat dikasih spec yg g sesuai spec bayar harga sesuai yg habis semakin lama gojek semakin buruk pelayanannya seleksi dong kl mau krjasama merchant jng asal pemasukan tp mengecewakan konsumen",0.19782133369348,2
"apk mantep",0.61515581862794,2
"nih kalo semisal nya pihak driver udh cancel udh ga udh nyari lgi gtu customer kaget tiba tiba notif dri driver nya bikin ribut pihak driver customer nya",0.44012613925079,2
"adanya gojek kegiatan sy lebih mudah tp diperbaiki seminggu sptnya ad masalah dgn aplikasi gojeknya sy sering pesan gofood kdg dpt driver trs diaplikasi msh muter mencari driver udh dpt driver trs pernah pesanan tiba hilang sndiri diperbaiki sy kasian sm driver gojek nya thx",0.26180347195358,2
"pesen gofood x batal krn nunggu lama dri sistem pemberitahuan kendala dlm menemukan driver nunggu stengah jam akhirny dibatalkan coba pesen lg ternyata terkendala dgn yg sma stelah nunggu stegah jam jg krn udah jengkel akhirnya batalkan eh tau bbrp lama kemudian notif driver sdg mengantar pesanan pdhal sdh terlanjur pesen makanan luar udah habis makananya akhirnya terpaksa byar makanannya baru muncul notif kalau sistemnya error",0.23881673454181,2
"makin kesini aplikasinya makin gajelas susah diandalkan mau order makanan susah bgttt diklik berkali kali ga masuk pdhal udh refresh udh tutup buka aplikasi berkali sama aja tetep susah ngeklik makanan yg mau dipesan pdhal jaringan internetnya lancar koq",0.16499994732445,2
"adanya aplikasi gojek sangat terbantu klo butuh transfortasi butuh makana n klo males beli keluar",0.5657790667649,2
"saran aktifkan pembatalan pemesanan gofood dimanapun sesuai pengalaman hari keponakan sengaja membuat pesanan gofood yg diinginkan akun sy sy ingn mlakukan pembatalan tombol mencob pusat bantuan dpt solusi akhirnya chat driver berhasil melakukan pembatalan katanya ternyata malah berganti driver sepengetahuan hingga terpaksa berakhir ganti rugi mendapatkan apa",0.42308469820273,2
"bagus buat",0.25494797071417,2
"pesen gofood x batal krn nunggu lama dri sistem pemberitahuan kendala dlm menemukan driver nunggu stengah jam akhirny dibatalkan coba pesen lg ternyata terkendala dgn yg sma stelah nunggu stegah jam jg krn udah jengkel akhirnya batalkan eh tau bbrp lama kemudian notif driver sdg mengantar pesanan pdhal sdh terlanjur pesen makanan luar udah habis makananya akhirnya terpaksa byar makanannya baru muncul notif kalau sistemnya error",0.23881673454181,2
"aplikasinya bagus mohon jgn sering sering mengalami singkron apk gopartner gojek customer gopay saldo sering terlambat masuk notifikasi lambat kadang voucher akses rute jemput sering akses",0.24646517219931,2
"saran aktifkan pembatalan pemesanan gofood dimanapun sesuai pengalaman hari keponakan sengaja membuat pesanan gofood yg diinginkan akun sy sy ingn mlakukan pembatalan tombol mencob pusat bantuan dpt solusi akhirnya chat driver berhasil melakukan pembatalan katanya ternyata malah berganti driver sepengetahuan hingga terpaksa berakhir ganti rugi mendapatkan apa",0.42308469820273,2
"kalo pas mesen gocar sering banget pembatalan pihak driver nya udah jalan nunggu berapa menit eh gataunya malah dibatalin sering banget mungkin mentang mentang murah kali jangan gitu lah banyak yg gamau ambil orderan harga nya murah sangat kecewa yg penting kan bayar ngutang perbaiki sistem nya biar ga bikin pelanggan kecewa lalu pindah aplikasi",0.11417015377309,2
"yth gojek indonesia penuhi sisa pembayaran jasa jarak km hilang dihitung aplikator biadab",0.75189205170948,2
"cukup baik tdk pernah lama menunggu",0.19490536609881,2
"kecewa sama gopaylater nya bayar cuma telat hari langsung nonaktif kan saldo paylater nya bulan berikut nya bulan jatuh tempo tetap aktif kan paylater nya apa lanjut bayar cicilan nya usah bayar karna sangat kecewa bahkan sangat buruk apk is is is",0.16461784283631,2
"cukup baik tdk pernah lama menunggu",0.19490536609881,2
"pesan gofood min gak driver pesanan batalkan gak pernah pesan makan selama applikasi tolol",0.52210051327244,2
"insiden ga sengaja klik pesan langsung cancel ga konfirmasi resto driver responnya ga bagus call center jawabannya sama biar ga terulang unsinstal aplikasi harusnya dilihat penggunanya baru tahunan riwayat penggunanya apa suka cancel orderan enggak gojek bertahun tahun perihal kaya gini aja becus",0.28384386750494,2
"semakin kesini harga semakin mahal rutinitas tiap hari naik goride harga k tiba aja jdi naik k padahal jam berangkatnya sama lgi gak macet klo tiap order selalu dapet driver yg posisinya jauh km titik jemput",0.18670595249694,2
"aplikasi sangat membantu kegiatan kebutuhan",0.2200793611953,2
"sangat membantu goride mampu pulihkan gopay sekarang akun gopay plus comment dokumenmu loading tunggu padahal mingggu",0.34291923378548,2
"adanya gojek kegiatan sy lebih mudah tp diperbaiki seminggu sptnya ad masalah dgn aplikasi gojeknya sy sering pesan gofood kdg dpt driver trs diaplikasi msh muter mencari driver udh dpt driver trs pernah pesanan tiba hilang sndiri diperbaiki sy kasian sm driver gojek nya thx",0.26180347195358,2
"menu cancel terlalu mudah membuat pelanggan mudah sekali mengancel driver banyaknya tingkat pembatalan sepihak cuma fitur cancel terlalu gampang perbaiki",0.41897950664805,2
"cacat memesan mobil jam aplikasi ampas",0.25589644044866,2
"membantu banget transportasi ekspedisi",1.7396881875236,2
"menu cancel terlalu mudah membuat pelanggan mudah sekali mengancel driver banyaknya tingkat pembatalan sepihak cuma fitur cancel terlalu gampang perbaiki",0.41897950664805,2
"lama gak diandalkan butuh cepat gara topup saldo masuk nunggu hari sering banget kendala sistemnya lama penanganannya keseringan topup saldo berubah",0.35236139094326,2
"diberi upgrade aplikasi driver sangat merugikan customer pedan goride driver main cancle sesuka hati bukan satu driver lebih driver satu waktu hingga mengakibatkan keterlambatan lebih menit mendapatkan driver",0.15562066749791,2
"yth gojek indonesia penuhi sisa pembayaran jasa jarak km hilang dihitung aplikator biadab",0.75189205170948,2
"aplikasi yg sangat membantu mendadak perlu kendaraan hemat praktis memilih kendaraan sesuai kapasitas yg perlukan semoga semakin sukese",0.15971148779338,2
"makin kesini aplikasinya makin gajelas susah diandalkan mau order makanan susah bgttt diklik berkali kali ga masuk pdhal udh refresh udh tutup buka aplikasi berkali sama aja tetep susah ngeklik makanan yg mau dipesan pdhal jaringan internetnya lancar koq",0.16499994732445,2
"cari driver lamanya minta ampun padahal radar banyak driver tp ga dapet dapet gimana sih ditungguin malah makin lama terpaksa dibatalin mending pake aplikasi sebelah lebih cepat sistemnya diperbaiki",0.30801762054292,2
"aplikasinya bagus mohon jgn sering sering mengalami singkron apk gopartner gojek customer gopay saldo sering terlambat masuk notifikasi lambat kadang voucher akses rute jemput sering akses",0.24646517219931,2
"aplikasi semakin berat hp ram kecil kasihan konsumen memiliki hp android biasa coolpad setia memakai jasa gojek lebih nyaman hp tak mampu loading disebabkan versi semakin berat mb nya semakin tinggi termasuk apk mitra driver perubahan versi selalu terkendala hank lag error ribet tks",0.46691516113903,2
"aplikasinya bagus mohon jgn sering sering mengalami singkron apk gopartner gojek customer gopay saldo sering terlambat masuk notifikasi lambat kadang voucher akses rute jemput sering akses",0.24646517219931,2
"aplikasi pemesanan makanannya sekarang jelek sekali driver ambil notifikasi resto memasakkan makanan diperhatikan respon driver mengambil pesanan membuat lama sekali dr waktu order padahal order pakai express",0.28272251284426,2
"pesanan g sesuai kl mang abis harusnya diaplikasi aplikasi habis dah dipesan baru chat dikasih spec yg g sesuai spec bayar harga sesuai yg habis semakin lama gojek semakin buruk pelayanannya seleksi dong kl mau krjasama merchant jng asal pemasukan tp mengecewakan konsumen",0.19782133369348,2
"sering lag",0.91401336941809,2
"daftar go pay later malah jarang dpt promo denda keterlambatan jg mahal bgt ga cuma pengguna yg persulit driver jg banyak yg sambat krn tingginya biaya admin orderan yg sepi krn terus terusan buka pendaftaran mitra dasar kapitalis",0.25403712964147,2
"cacat memesan mobil jam aplikasi ampas",0.25589644044866,2
"aplikasi sangat membantu kegiatan kebutuhan",0.2200793611953,2
"sangat membantu dibutuhkan kalau dilihat tarif minim drivernya potongan perusahaan buat servis kendaraannya semangat yaa buat pencari rupiah",0.77591909231698,2
"nih kalo semisal nya pihak driver udh cancel udh ga udh nyari lgi gtu customer kaget tiba tiba notif dri driver nya bikin ribut pihak driver customer nya",0.44012613925079,2
"dear gojek pembaruan aplikasi posisi driver terlalu jauh titik penjemputan notabene nya tinggal ibukota penuh lalu lintas padat mohon diperbaiki jarak driver titik penjemputan maksima km ssbagai pelanggan butuh waktu perjalanan tempat tujuan driver posisi km apa terlalu jauh memakan waktu penjemputan diperbaiki terima kasih atas perhatian nya",0.19582351781276,2
"seriusan gabisa daerah aceh gofoodnya",1.4537601789035,2
"aplikasi sangat membantu kegiatan kebutuhan",0.2200793611953,2
"seriusan gabisa daerah aceh gofoodnya",1.4537601789035,2
"cacat memesan mobil jam aplikasi ampas",0.25589644044866,2
"aplikasinya bagus mohon jgn sering sering mengalami singkron apk gopartner gojek customer gopay saldo sering terlambat masuk notifikasi lambat kadang voucher akses rute jemput sering akses",0.24646517219931,2
"klo pilihan hemat dibuat dibawah kadang asal pencet ga lihat dulu pas baru sadar lama nunggu eh ternyata pilih yg hemat driver nya ga mau ambil hemat ga mau pake hemat kasian drivernya ongkosnya terlalu murah kan cari nafkah buat keluarga ga tega sengsarakan sesama manusia klo ga perlu kasta kasta an layanan buat dulu aja gocar identik nyaman aman bukan murah klo mau murah kan aplikasi lainya",0.26280017574048,2
